Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
22.0,4.6,Windy,Jam,2,Meal,scooter,,No,Metropolitian,29,20002.511096619066
26.0,4.7,Sandstorms,Medium,0,Drinks,motorcycle,2.0,No,Metropolitian,38,20002.511096619066
39.0,5.0,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,26,20002.511096619066
35.0,4.2,Windy,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,34,20002.511096619066
34.0,4.7,Fog,Low,1,Meal,motorcycle,0.0,No,Metropolitian,19,20002.511096619066
38.0,4.7,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,36,20002.511096607577
21.0,4.7,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,29,20002.511096607577
21.0,4.0,Cloudy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,31,20002.511096607577
23.0,4.9,Windy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,18,20002.511096607577
,,Cloudy,Low,1,Meal,motorcycle,0.0,No,Urban,16,20002.511096607577
39.0,4.1,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,37,20002.511096607577
20.0,4.7,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Urban,29,20002.511096607577
21.0,4.7,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,27,20002.511096607577
33.0,4.7,Cloudy,Low,2,Snack,scooter,1.0,No,Urban,18,20002.511096607577
28.0,4.7,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,19,20002.511096607577
28.0,4.8,Sunny,Jam,0,Snack,motorcycle,1.0,No,Urban,16,20002.511096607577
39.0,4.6,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,15,20002.511096607577
22.0,4.5,Cloudy,Low,2,Snack,motorcycle,0.0,No,Metropolitian,11,20002.511096607577
22.0,4.3,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,20002.511096607577
33.0,4.8,Windy,High,0,Meal,motorcycle,1.0,No,Metropolitian,30,20002.51109646363
35.0,4.8,Sandstorms,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,39,20002.51109646363
31.0,4.5,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,51,20002.51109646363
24.0,5.0,Sandstorms,Low,2,Snack,scooter,0.0,No,Urban,15,20002.51109646363
33.0,4.5,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.51109646363
35.0,4.8,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,25,20002.51109646363
32.0,4.7,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,29,20002.51109646363
34.0,4.8,Sunny,Low,2,Buffet,scooter,0.0,No,Metropolitian,15,20002.51109646363
30.0,4.5,Windy,Medium,1,Buffet,scooter,1.0,No,Urban,32,20002.51109646363
,,,,0,Meal,motorcycle,1.0,No,Metropolitian,30,20002.51109646363
38.0,4.8,Cloudy,High,2,Snack,motorcycle,1.0,No,Metropolitian,28,20002.51109646363
31.0,4.8,Cloudy,Jam,1,Snack,scooter,2.0,No,,39,20002.51109627885
28.0,4.8,Windy,High,2,Drinks,scooter,1.0,No,Metropolitian,14,20002.51109627885
37.0,4.8,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.51109627885
35.0,4.7,Cloudy,Medium,1,Buffet,scooter,1.0,No,Urban,19,20002.51109627885
31.0,5.0,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.51109627885
35.0,4.9,Sunny,Low,1,Drinks,scooter,1.0,No,Metropolitian,12,20002.51109627885
21.0,4.7,Cloudy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,25,20002.51109627885
22.0,4.2,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,20002.51109627885
28.0,4.9,Sunny,Medium,0,Meal,motorcycle,1.0,No,Urban,17,20002.51109627885
38.0,4.8,Windy,Medium,1,Snack,scooter,0.0,No,Metropolitian,22,20002.51109627885
21.0,4.5,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,18,20002.51109627885
27.0,4.8,Sandstorms,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,29,20002.51109627885
39.0,3.5,Stormy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,37,20002.511096224676
30.0,3.5,Windy,Medium,2,Buffet,motorcycle,,No,Metropolitian,39,20002.511096224676
38.0,4.9,Cloudy,Low,2,Drinks,scooter,1.0,No,Urban,15,20002.511096224676
31.0,4.9,Sandstorms,Low,2,Snack,scooter,1.0,No,Metropolitian,29,20002.511096224676
22.0,4.6,Stormy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,27,20002.511096224676
33.0,4.6,Sunny,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,18,20002.511096224676
22.0,4.9,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.511096224676
36.0,5.0,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,36,20002.511096224676
26.0,4.6,Stormy,Low,0,Buffet,motorcycle,1.0,No,Urban,19,20002.511096224676
33.0,4.8,Sunny,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,24,20002.511096224676
39.0,4.8,Windy,Jam,0,Meal,motorcycle,1.0,No,Urban,49,20002.51109616381
35.0,4.9,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,39,20002.51109616381
21.0,4.8,Windy,Low,2,Buffet,electric_scooter,0.0,No,Urban,14,20002.51109616381
23.0,4.8,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Urban,35,20002.51109616381
26.0,4.7,Sunny,Low,0,Buffet,motorcycle,1.0,No,Urban,16,20002.51109616381
39.0,4.5,Fog,High,0,Buffet,motorcycle,1.0,No,Metropolitian,26,20002.51109616381
,,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.51109616381
,,Stormy,High,1,Meal,motorcycle,1.0,No,Urban,26,20002.51109616381
25.0,4.0,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Urban,19,20002.51109616381
38.0,4.6,Sunny,Medium,2,Meal,scooter,0.0,No,Metropolitian,17,20002.51109616381
22.0,4.7,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Urban,15,20002.51109616381
35.0,4.3,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.51109616381
35.0,4.6,Cloudy,Low,0,Drinks,motorcycle,2.0,Yes,Metropolitian,43,20002.511096070124
27.0,4.8,Sunny,Medium,2,Meal,scooter,0.0,No,Metropolitian,19,20002.511096070124
28.0,5.0,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,19,20002.511096070124
20.0,4.5,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,22,20002.511096070124
23.0,4.8,Sunny,Low,1,Meal,scooter,1.0,No,Metropolitian,22,20002.511096070124
34.0,4.6,Cloudy,High,1,Snack,scooter,1.0,No,Metropolitian,28,20002.511096070124
27.0,4.8,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,17,20002.511096070124
24.0,4.8,Windy,Jam,2,Meal,electric_scooter,0.0,No,Metropolitian,25,20002.511096070124
37.0,4.7,Sunny,Jam,1,Snack,scooter,1.0,No,Urban,18,20002.511096070124
28.0,4.8,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,16,20002.511096070124
34.0,4.9,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,29,20002.511096070124
24.0,4.3,Fog,Medium,1,Snack,scooter,0.0,No,Metropolitian,34,20002.511096070124
37.0,4.3,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,35,20002.511096069753
37.0,5.0,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,27,20002.511096069753
38.0,4.0,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.511096069753
,,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,20002.511096069753
31.0,4.9,Stormy,High,2,Meal,scooter,1.0,No,Metropolitian,26,20002.511096069753
22.0,4.0,Fog,Jam,1,Meal,scooter,1.0,No,Metropolitian,31,20002.511096069753
34.0,5.0,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,41,20002.51109601312
22.0,4.8,Cloudy,Low,2,Drinks,scooter,1.0,No,Urban,17,20002.51109601312
30.0,4.8,Sandstorms,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.51109601312
39.0,4.9,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,25,20002.51109601312
21.0,4.2,Stormy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,33,20002.51109601312
50.0,6.0,,,3,Drinks,electric_scooter,1.0,No,Metropolitian,15,20002.51109601312
36.0,4.1,Windy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,21,20002.51109601312
36.0,4.6,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.51109601312
29.0,4.8,Windy,High,0,Snack,motorcycle,,No,,27,20002.51109601312
32.0,4.6,Sunny,Jam,1,Meal,scooter,1.0,No,Metropolitian,17,20002.51109601312
32.0,4.7,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,22,20002.51109601312
38.0,5.0,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,40,20002.51109601312
36.0,4.8,Fog,Medium,2,Drinks,motorcycle,1.0,No,Urban,31,20002.51109601312
26.0,4.7,Stormy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,19,20002.51109601312
27.0,4.3,Stormy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,33,20002.511096010032
36.0,4.6,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,51,20002.511096010032
25.0,4.6,Stormy,Low,2,Snack,motorcycle,1.0,No,Urban,15,20002.511096010032
34.0,4.9,Fog,Jam,1,Buffet,motorcycle,1.0,No,Urban,40,20002.511096010032
28.0,4.9,Fog,Medium,2,Snack,electric_scooter,1.0,No,Urban,17,20002.511096010032
35.0,5.0,Cloudy,Jam,2,Buffet,scooter,2.0,No,Urban,43,20002.511096010032
27.0,4.8,Stormy,Low,2,Meal,scooter,1.0,No,Urban,16,20002.511096010032
38.0,4.8,Stormy,Low,2,Drinks,motorcycle,1.0,No,Urban,26,20002.511096010032
27.0,4.7,Windy,Jam,1,Buffet,scooter,0.0,No,Urban,20,20002.511096010032
32.0,4.8,Fog,Low,1,Snack,scooter,1.0,No,Urban,15,20002.511096010032
38.0,4.9,Stormy,High,2,Drinks,scooter,1.0,No,Metropolitian,26,20002.511096010032
39.0,4.6,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,36,20002.511095979145
25.0,4.5,Sandstorms,Low,2,Drinks,motorcycle,,No,Metropolitian,12,20002.511095979145
30.0,4.4,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,30,20002.511095979145
38.0,4.9,Windy,Low,2,Drinks,scooter,1.0,No,Urban,26,20002.511095979145
31.0,4.5,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,20,20002.511095979145
32.0,4.7,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Urban,26,20002.511095979145
26.0,4.9,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Urban,22,20002.511095979145
34.0,4.8,Sunny,Medium,1,Snack,scooter,0.0,No,Metropolitian,18,20002.511095979145
39.0,4.4,Sandstorms,Jam,1,Drinks,scooter,0.0,No,Metropolitian,35,20002.511095979145
25.0,4.8,Fog,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,20,20002.511095979145
26.0,4.9,Sunny,Jam,1,Snack,motorcycle,1.0,No,Urban,18,20002.5110959134
26.0,4.9,Fog,Low,1,Snack,scooter,0.0,No,Metropolitian,19,20002.5110959134
27.0,4.7,Sandstorms,Jam,1,Buffet,scooter,1.0,No,Metropolitian,26,20002.5110959134
25.0,4.9,Sandstorms,Low,2,Drinks,electric_scooter,,No,Metropolitian,15,20002.5110959134
24.0,4.9,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,20,20002.5110959134
27.0,4.6,Sandstorms,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,23,20002.5110959134
35.0,5.0,Fog,High,1,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.5110959134
23.0,4.8,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,21,20002.5110959134
39.0,4.1,Cloudy,High,1,Snack,motorcycle,1.0,No,Metropolitian,31,20002.5110959134
27.0,4.8,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,19,20002.5110959134
33.0,4.8,Sandstorms,Medium,2,Meal,scooter,0.0,No,Metropolitian,25,20002.5110959134
25.0,4.6,Sunny,Medium,1,Meal,scooter,1.0,No,Metropolitian,14,20002.51109577272
,,,,3,Meal,electric_scooter,0.0,No,Metropolitian,24,20002.51109577272
33.0,4.7,Sandstorms,Low,2,Snack,motorcycle,1.0,No,Metropolitian,28,20002.51109577272
39.0,4.7,Sandstorms,Jam,2,Buffet,scooter,1.0,No,Metropolitian,25,20002.51109577272
22.0,4.9,Stormy,Low,1,Drinks,scooter,0.0,No,Urban,19,20002.51109577272
36.0,5.0,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,20,20002.51109577272
30.0,4.8,Sandstorms,Medium,1,Buffet,scooter,0.0,No,Metropolitian,26,20002.51109577272
22.0,4.9,Fog,High,2,Meal,scooter,1.0,No,Metropolitian,33,20002.51109577272
32.0,4.7,Cloudy,Low,1,Drinks,scooter,0.0,No,Metropolitian,16,20002.51109577272
37.0,4.6,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.51109577272
23.0,4.6,Cloudy,Low,1,Meal,scooter,1.0,No,Urban,14,20002.51109476854
31.0,5.0,Stormy,Medium,1,Drinks,scooter,2.0,No,Metropolitian,34,20002.51109476854
39.0,4.1,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,44,20002.51109476854
22.0,4.7,Stormy,Low,2,Meal,scooter,0.0,No,Metropolitian,17,20002.51109476854
21.0,5.0,Cloudy,Medium,0,Buffet,motorcycle,0.0,No,Urban,22,20002.51109476854
25.0,4.8,Fog,Low,2,Snack,scooter,1.0,No,Metropolitian,19,20002.51109476854
31.0,4.9,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,17,20002.51109476854
25.0,4.7,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,23,20002.51109476854
25.0,4.0,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,19,20002.51109476854
32.0,4.2,Stormy,High,1,Drinks,motorcycle,0.0,No,Metropolitian,31,20002.51109476854
25.0,4.5,Windy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,18,20002.51109476854
21.0,3.7,Sunny,Jam,0,Buffet,motorcycle,3.0,Yes,Urban,53,20002.51109476854
33.0,4.8,Stormy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,23,20002.51109476854
35.0,4.1,Fog,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,38,20002.51109476854
31.0,4.5,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,33,20002.51106715557
26.0,4.6,Fog,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.51106715557
29.0,5.0,Sunny,High,1,Meal,scooter,0.0,No,Urban,10,20002.511066940726
29.0,4.9,Stormy,Low,2,Drinks,scooter,1.0,No,Metropolitian,15,20002.511066940726
28.0,4.7,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,23,20002.511066940726
29.0,4.9,Sandstorms,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,14,20002.511066921237
25.0,4.9,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.511066921237
33.0,4.5,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,29,20002.511066921237
37.0,4.3,Stormy,Medium,0,Meal,motorcycle,1.0,No,Urban,33,20002.51106691125
38.0,4.6,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,23,20002.51106691125
27.0,5.0,Sunny,Low,1,Snack,motorcycle,1.0,No,Metropolitian,24,20002.511066730658
24.0,4.3,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29,20002.511066730658
37.0,4.6,Stormy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,29,20002.511066730658
33.0,4.8,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,15,20002.51106633733
25.0,4.8,Stormy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,15,20002.51106633733
26.0,4.7,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,26,20002.51106633733
27.0,4.6,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.51106633733
,,Windy,Jam,1,Buffet,scooter,1.0,Yes,Metropolitian,41,20002.51106622865
29.0,4.6,Sunny,Medium,1,Drinks,motorcycle,0.0,No,Urban,11,20002.511066161525
29.0,4.9,Windy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,22,20002.511066161525
27.0,3.5,Sunny,Jam,0,Snack,motorcycle,3.0,No,Urban,50,20002.511066161525
21.0,4.8,Sandstorms,Low,2,Snack,scooter,0.0,No,Metropolitian,14,20002.51106590539
21.0,4.9,Cloudy,High,1,Meal,motorcycle,1.0,No,Metropolitian,23,20002.51106590539
24.0,4.6,Fog,High,2,Snack,motorcycle,1.0,No,Metropolitian,20,20002.511065813833
36.0,4.3,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,20002.511065813833
35.0,4.0,Fog,Medium,2,Buffet,electric_scooter,1.0,No,Urban,42,20002.511065813833
29.0,4.9,Sandstorms,High,2,Meal,scooter,0.0,No,Metropolitian,16,20002.51106573464
25.0,4.9,Stormy,Low,2,Buffet,scooter,0.0,No,Metropolitian,19,20002.51106573464
38.0,4.5,Windy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,32,20002.51106573464
25.0,4.7,Windy,High,2,Drinks,electric_scooter,0.0,No,Metropolitian,26,20002.51106572896
33.0,3.8,Stormy,Medium,1,Meal,motorcycle,2.0,No,Urban,37,20002.51106572896
15.0,1.0,,,3,Meal,bicycle,1.0,No,Metropolitian,21,20002.51106565328
35.0,4.8,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,23,20002.51106565328
23.0,4.7,Fog,Low,1,Drinks,scooter,0.0,No,Metropolitian,16,20002.511065554674
30.0,4.4,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.511065554674
36.0,4.6,Sunny,Medium,2,Snack,scooter,1.0,No,Metropolitian,21,20002.511065554674
35.0,4.7,Sunny,Low,2,Buffet,scooter,0.0,No,Urban,11,20002.51106554965
34.0,5.0,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,39,20002.51106554965
25.0,4.8,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,21,20002.51106554965
24.0,4.7,Fog,Low,0,Drinks,motorcycle,0.0,No,Urban,23,20002.51106554965
24.0,4.9,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Urban,39,20002.511065309194
22.0,4.8,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Urban,30,20002.511065309194
23.0,5.0,Cloudy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,18,20002.511065309194
34.0,4.0,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,44,20002.511065309194
24.0,4.3,Windy,Low,0,Buffet,motorcycle,0.0,No,,25,20002.511065197566
25.0,4.6,Sunny,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,24,20002.511065197566
30.0,4.9,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,21,20002.511065029183
34.0,3.5,Fog,Low,2,Snack,scooter,2.0,No,Metropolitian,38,20002.511065029183
25.0,4.7,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,17,20002.511065029183
39.0,4.7,Stormy,Jam,2,Drinks,scooter,1.0,No,Urban,32,20002.5110649989
26.0,5.0,Cloudy,Jam,1,Meal,scooter,2.0,No,Metropolitian,42,20002.5110649989
22.0,4.7,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,26,20002.5110649989
38.0,4.3,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,31,20002.511064924234
37.0,4.7,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,42,20002.511064924234
38.0,4.6,Windy,Low,1,Drinks,scooter,0.0,No,Metropolitian,22,20002.511064924234
39.0,4.6,Fog,Low,1,Buffet,scooter,0.0,No,Metropolitian,19,20002.511064924234
24.0,4.9,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,21,20002.510921865294
38.0,5.0,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,40,20002.510921865294
36.0,4.8,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,27,20002.510921865294
34.0,4.5,Sandstorms,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,28,20002.510921865294
34.0,4.6,Cloudy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,15,20002.510921865294
20.0,4.9,Sunny,Jam,1,Buffet,motorcycle,1.0,,Urban,12,20002.510921865294
26.0,4.8,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,22,20002.510921865294
30.0,4.8,Windy,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,26,20002.510921865294
23.0,4.7,Fog,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,21,20002.510921865294
38.0,4.4,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,25,20002.510921865294
31.0,4.9,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Urban,30,20002.510921865294
23.0,4.9,Fog,Medium,1,Snack,scooter,0.0,No,Metropolitian,25,20002.510921865294
30.0,4.9,Sunny,Medium,2,Buffet,scooter,0.0,No,Metropolitian,19,20002.510921865294
23.0,4.8,Sunny,Low,1,Snack,scooter,0.0,No,Urban,23,20002.510921865294
23.0,4.6,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,19,20002.510921865294
33.0,4.6,Stormy,Low,2,Snack,scooter,0.0,No,Urban,17,20002.510921865294
27.0,4.8,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.510921865294
27.0,4.9,Stormy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,22,20002.510921865294
38.0,4.6,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,22,20002.510921865294
25.0,4.6,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,24,20002.510921865294
29.0,4.9,Stormy,High,1,Snack,scooter,1.0,No,Metropolitian,29,20002.510921865294
39.0,4.7,Sunny,Jam,1,Buffet,scooter,0.0,No,Metropolitian,17,20002.510921865294
36.0,3.9,Fog,Low,2,Buffet,motorcycle,1.0,No,Urban,36,20002.510921865294
23.0,4.0,Cloudy,High,2,Buffet,scooter,1.0,No,Metropolitian,33,20002.510921865294
20.0,4.7,Windy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,17,20002.510921865294
36.0,4.7,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,15,20002.510921865294
50.0,6.0,,,3,Meal,electric_scooter,0.0,No,Urban,20,20002.510921865294
36.0,4.3,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,35,20002.510921865294
31.0,4.4,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,43,20002.510921865294
25.0,4.9,Stormy,Low,0,Buffet,motorcycle,1.0,No,Urban,19,20002.510921865294
,,Sunny,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,44,20002.510921865294
31.0,3.5,Windy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,33,20002.510921865294
35.0,4.6,Sunny,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,18,20002.510921865294
38.0,4.7,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,28,20002.510921865294
36.0,3.6,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,39,20002.510921865294
30.0,4.3,Windy,Low,0,Drinks,motorcycle,0.0,No,Urban,22,20002.510921865294
38.0,5.0,Cloudy,High,1,Drinks,scooter,1.0,No,,36,20002.510921865294
21.0,4.8,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,27,20002.510921865294
35.0,4.9,Fog,Jam,2,Snack,scooter,2.0,No,Metropolitian,41,20002.510921865294
21.0,4.8,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,25,20002.510921865294
37.0,4.8,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Urban,24,20002.510921865294
22.0,4.7,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,16,20002.510921865294
22.0,5.0,Sandstorms,Medium,2,Meal,scooter,0.0,No,Urban,25,20002.510921865294
,,Stormy,High,1,Snack,motorcycle,0.0,No,Urban,28,20002.510921865294
29.0,4.6,Sunny,Jam,1,Drinks,scooter,0.0,No,Metropolitian,13,20002.510921865294
38.0,4.9,Sunny,Jam,0,Snack,motorcycle,3.0,No,Metropolitian,44,20002.510921865294
21.0,4.9,Windy,Low,2,Drinks,scooter,1.0,No,Metropolitian,18,20002.510921865294
25.0,4.1,Fog,Jam,2,Buffet,scooter,1.0,No,Urban,36,20002.510921865294
30.0,4.6,Windy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,33,20002.510921865294
28.0,4.7,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.510921865294
31.0,4.7,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,29,20002.510921865294
,,Sunny,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,20002.510921865294
24.0,4.9,Sandstorms,Low,1,Buffet,scooter,0.0,No,Urban,10,20002.510921865294
20.0,4.8,Stormy,Medium,2,Drinks,scooter,1.0,No,Urban,22,20002.510921865294
27.0,4.8,Sunny,Jam,1,Snack,motorcycle,0.0,No,Urban,21,20002.510921865294
30.0,4.6,Stormy,Jam,1,Meal,motorcycle,1.0,No,Urban,26,20002.510921865294
37.0,4.8,Stormy,Low,1,Snack,scooter,0.0,No,Metropolitian,26,20002.510921865294
31.0,4.8,Cloudy,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,44,20002.510921865294
39.0,4.0,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,44,20002.510921865294
27.0,4.9,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,16,20002.510921865294
28.0,4.6,Sandstorms,High,2,Drinks,electric_scooter,1.0,No,Metropolitian,13,20002.510921865294
20.0,5.0,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,36,20002.510921865294
38.0,5.0,Fog,Medium,2,Snack,motorcycle,0.0,No,Urban,15,20002.510921865294
20.0,4.8,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,28,20002.510921865294
20.0,4.7,Cloudy,Low,1,Snack,motorcycle,0.0,No,Urban,11,20002.510921865294
35.0,4.2,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.510921865294
21.0,4.6,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,28,20002.510921865294
25.0,4.9,Stormy,Medium,2,Snack,scooter,0.0,No,Urban,22,20002.510921865294
